Gene1,Gene2,EdgeWeight
COTL1,PDIA3,-9.596257209777832
COTL1,MAGED1,-5.102268695831299
COTL1,MFSD1,-3.740633726119995
COTL1,ELL2,-3.536365270614624
COTL1,TGOLN1,-4.836946964263916
COTL1,AVG,-12.208324432373047
SUPT5,GATA4,-6.642489910125732
SUPT5,HDAC2,-0.6689351946115494
SUPT5,HDAC3,1.367331087589264
SUPT5,EIF2S2,-3.6782442331314087
SUPT5,TXNDC5,-3.5485236644744873
SUPT5,SEC24A,-5.301443576812744
SUPT5,TRP53,-4.729313850402832
SUPT5,ADGRA2,-1.2808074951171875
SUPT5,RAF1,1.2642870247364044
SUPT5,TMEM9B,-4.538379907608032
SUPT5,RAD21,0.13566577434539795
SUPT5,TIMP3,-0.032887816429138184
SUPT5,FAM114A1,-0.1752139925956726
SUPT5,PDGFRA,-6.3306450843811035
SUPT5,GLI1,-4.609260320663452
SUPT5,RFFL,-2.3721964359283447
SUPT5,TMEM59,-2.366654872894287
SUPT5,GDPD5,-5.696279525756836
SUPT5,RBPMS2,-5.347964763641357
SUPT5,SERPINH1,-8.919493675231934
SUPT5,FGF10,-3.956486225128174
SUPT5,RAB2A,-5.018137216567993
SUPT5,SEC11A,-4.367448806762695
SUPT5,OOEP,-5.86406397819519
SUPT5,GLIPR2,-6.265223026275635
SUPT5,CHD7,-2.3307050466537476
SUPT5,KAT5,-1.6791319251060486
SUPT5,GHR,-3.175255298614502
SUPT5,NACC1,-4.637053728103638
SUPT5,GOT1,-1.957245111465454
SUPT5,PXDN,-6.602658271789551
SUPT5,RCC2,-6.422759056091309
SUPT5,APEX1,-0.8847099542617798
SUPT5,NFYA,-0.9350976645946503
SUPT5,MYDGF,-2.9790483713150024
SUPT5,TDH,-3.9852397441864014
SUPT5,JARID2,-6.321987152099609
SUPT5,ZIC3,-2.3470458984375
SUPT5,SURF4,-3.9465852975845337
SUPT5,DERL1,-3.136074423789978
SUPT5,RIF1,-2.108661115169525
SUPT5,NELFA,-4.645365953445435
SUPT5,DPF2,1.447412371635437
SUPT5,THAP11,-2.389436721801758
SUPT5,GGA2,-3.321666955947876
SUPT5,TCF15,-3.803244113922119
SUPT5,GFPT2,-5.4282965660095215
SUPT5,PDE4DIP,-3.8652594089508057
SUPT5,CHST15,-0.7001506090164185
SUPT5,UBTF,-4.94905948638916
SUPT5,CARHSP1,-2.2083067893981934
SUPT5,FBXW8,-4.318173885345459
SUPT5,GNAI3,-1.8259877562522888
SUPT5,MRAS,-4.080418348312378
SUPT5,KLF5,-3.5297255516052246
SUPT5,GABBR1,-4.574288606643677
SUPT5,KLF4,-4.472471475601196
SUPT5,SPARC,-5.8188636302948
SUPT5,EHMT2,-3.738323450088501
SUPT5,COPB1,-4.625512361526489
SUPT5,IER2,-6.639129161834717
SUPT5,GCNT2,-5.895750284194946
SUPT5,PDIA6,-5.882264137268066
SUPT5,KCTD10,-3.5756630897521973
SUPT5,CHD4,-0.9362351596355438
SUPT5,APPBP2,-1.148162841796875
SUPT5,NRF1,0.021858036518096924
SUPT5,TMEM30A,-3.0676580667495728
SUPT5,SNRPN,-4.018846273422241
SUPT5,AKT1,-4.027217626571655
SUPT5,DMAP1,-3.7301467657089233
SUPT5,FKBP9,-1.1745858192443848
SUPT5,FN1,-5.494235992431641
SUPT5,COBL,-7.8431620597839355
SUPT5,PCOLCE,-6.912579298019409
SUPT5,ZFHX3,-0.8287939429283142
SUPT5,UBQLN2,-1.9659514427185059
SUPT5,GNS,-2.5134164094924927
SUPT5,TMEM214,-4.2606894969940186
SUPT5,XBP1,-1.9025151133537292
SUPT5,CBX8,-5.750251531600952
SUPT5,OGT,-3.404580235481262
SUPT5,SELENON,-2.8804322481155396
SUPT5,COTL1,-2.7410537004470825
SUPT5,SUPT5,-5.44783353805542
SUPT5,CMKLR1,-2.383937954902649
SUPT5,NAA10,-1.691884994506836
SUPT5,SELENOM,-3.0282000303268433
SUPT5,RAD23B,-0.6329207122325897
SUPT5,NMNAT2,-4.020797491073608
SUPT5,SH3GLB1,-2.6071856021881104
SUPT5,HMGA1,-5.2395570278167725
SUPT5,PECAM1,-3.1158106327056885
SUPT5,EPOP,-2.891258955001831
SUPT5,PCOLCE2,-4.883904695510864
SUPT5,PDIA3,-6.442541599273682
SUPT5,MAGED1,-4.350038051605225
SUPT5,MFSD1,-4.386272430419922
SUPT5,ELL2,-5.208034992218018
SUPT5,TGOLN1,-3.516755700111389
SUPT5,AVG,-6.381458759307861
CMKLR1,GATA4,-6.256744384765625
CMKLR1,HDAC2,-9.8890700340271
CMKLR1,HDAC3,-10.379326343536377
CMKLR1,EIF2S2,-9.863819122314453
CMKLR1,TXNDC5,-10.194873809814453
CMKLR1,SEC24A,-10.035107612609863
CMKLR1,TRP53,-10.62501573562622
CMKLR1,ADGRA2,-7.426764249801636
CMKLR1,RAF1,-8.004612922668457
CMKLR1,TMEM9B,-8.974015712738037
CMKLR1,RAD21,-11.359363079071045
CMKLR1,TIMP3,-9.474813461303711
CMKLR1,FAM114A1,-7.818028450012207
CMKLR1,PDGFRA,-6.586245775222778
CMKLR1,GLI1,-9.788398742675781
CMKLR1,RFFL,-3.116669535636902
CMKLR1,TMEM59,-6.521244525909424
CMKLR1,GDPD5,-3.331512928009033
CMKLR1,RBPMS2,-7.762827396392822
CMKLR1,SERPINH1,-1.212587594985962
CMKLR1,FGF10,-6.429919719696045
CMKLR1,RAB2A,-7.055113792419434
CMKLR1,SEC11A,-7.589738130569458
CMKLR1,OOEP,-5.122967004776001
CMKLR1,GLIPR2,-4.7701194286346436
CMKLR1,CHD7,-4.868271827697754
CMKLR1,KAT5,-3.520393490791321
CMKLR1,GHR,-7.650013208389282
CMKLR1,NACC1,-6.186421155929565
CMKLR1,GOT1,-7.245916843414307
CMKLR1,PXDN,-4.879387378692627
CMKLR1,RCC2,-9.038949489593506
CMKLR1,APEX1,-5.1613240242004395
CMKLR1,NFYA,-4.979194164276123
CMKLR1,MYDGF,-5.570765972137451
CMKLR1,TDH,-5.138850212097168
CMKLR1,JARID2,-7.092607498168945
CMKLR1,ZIC3,-5.701268672943115
CMKLR1,SURF4,-6.6068830490112305
CMKLR1,DERL1,-8.852527141571045
CMKLR1,RIF1,-7.532132387161255
CMKLR1,NELFA,-5.7233850955963135
CMKLR1,DPF2,-5.481255531311035
CMKLR1,THAP11,-7.769050598144531
CMKLR1,GGA2,-6.522925853729248
CMKLR1,TCF15,-5.502465724945068
CMKLR1,GFPT2,-6.560292720794678
CMKLR1,PDE4DIP,-6.381024360656738
CMKLR1,CHST15,-6.574266672134399
CMKLR1,UBTF,-6.21504282951355
CMKLR1,CARHSP1,-4.996656894683838
CMKLR1,FBXW8,-5.458540439605713
CMKLR1,GNAI3,-6.53165078163147
CMKLR1,MRAS,-5.715311050415039
CMKLR1,KLF5,-7.658705472946167
CMKLR1,GABBR1,-6.692864179611206
CMKLR1,KLF4,-3.0363245010375977
CMKLR1,SPARC,-6.101874113082886
CMKLR1,EHMT2,-7.809674263000488
CMKLR1,COPB1,-6.6672632694244385
CMKLR1,IER2,-5.68828558921814
CMKLR1,GCNT2,-7.079236745834351
CMKLR1,PDIA6,-6.419161558151245
CMKLR1,KCTD10,-5.706178188323975
CMKLR1,CHD4,-6.397291660308838
CMKLR1,APPBP2,-5.977130889892578
CMKLR1,NRF1,-2.5234737396240234
CMKLR1,TMEM30A,-6.593880653381348
CMKLR1,SNRPN,-5.934420347213745
CMKLR1,AKT1,-5.032150506973267
CMKLR1,DMAP1,-4.49491548538208
CMKLR1,FKBP9,-7.581792831420898
CMKLR1,FN1,-8.068438529968262
CMKLR1,COBL,-7.8819475173950195
CMKLR1,PCOLCE,-8.119799375534058
CMKLR1,ZFHX3,-8.020807981491089
CMKLR1,UBQLN2,-7.358232021331787
CMKLR1,GNS,-5.099472999572754
CMKLR1,TMEM214,-7.968805313110352
CMKLR1,XBP1,-5.834493637084961
CMKLR1,CBX8,-4.843010902404785
CMKLR1,OGT,-2.950854539871216
CMKLR1,SELENON,-5.920013904571533
CMKLR1,COTL1,-5.965355396270752
CMKLR1,SUPT5,-5.598469495773315
CMKLR1,CMKLR1,-3.668295383453369
CMKLR1,NAA10,-6.358501672744751
CMKLR1,SELENOM,-6.278731822967529
CMKLR1,RAD23B,-7.137562274932861
CMKLR1,NMNAT2,-7.291326284408569
CMKLR1,SH3GLB1,-4.749917507171631
CMKLR1,HMGA1,-3.4444994926452637
CMKLR1,PECAM1,-8.304987907409668
CMKLR1,EPOP,-4.222769021987915
CMKLR1,PCOLCE2,-5.670567035675049
CMKLR1,PDIA3,-4.7722156047821045
CMKLR1,MAGED1,-5.714940547943115
CMKLR1,MFSD1,-4.2735854387283325
CMKLR1,ELL2,-6.042403936386108
CMKLR1,TGOLN1,-6.039768695831299
CMKLR1,AVG,-9.631957530975342
NAA10,GATA4,-1.7768619060516357
NAA10,HDAC2,2.0707042813301086
NAA10,HDAC3,0.8720484375953674
NAA10,EIF2S2,4.424641132354736
NAA10,TXNDC5,3.984209418296814
NAA10,SEC24A,-1.5064806938171387
NAA10,TRP53,2.8584823608398438
NAA10,ADGRA2,2.5289729833602905
NAA10,RAF1,2.4679566621780396
NAA10,TMEM9B,6.1904027462005615
NAA10,RAD21,1.4325182437896729
NAA10,TIMP3,2.1436573266983032
NAA10,FAM114A1,1.6313283443450928
NAA10,PDGFRA,0.8396987915039062
NAA10,GLI1,-5.3494579792022705
NAA10,RFFL,-3.1937215328216553
NAA10,TMEM59,-1.6944707036018372
NAA10,GDPD5,-5.137742280960083
NAA10,RBPMS2,-5.330377578735352
NAA10,SERPINH1,-6.5506415367126465
NAA10,FGF10,-0.22805329784750938
NAA10,RAB2A,-1.0213969498872757
NAA10,SEC11A,-4.998742580413818
NAA10,OOEP,-4.9138548374176025
NAA10,GLIPR2,-4.877098083496094
NAA10,CHD7,-3.4404879808425903
NAA10,KAT5,-3.8857473134994507
NAA10,GHR,-2.9763213396072388
NAA10,NACC1,-5.293666362762451
NAA10,GOT1,-3.7033793926239014
NAA10,PXDN,-3.5615715980529785
NAA10,RCC2,-3.8605204820632935
NAA10,APEX1,-3.1212531328201294
NAA10,NFYA,-2.6758503913879395
NAA10,MYDGF,-4.642165660858154
NAA10,TDH,-0.7806933224201202
NAA10,JARID2,-2.6642537117004395
NAA10,ZIC3,-2.38105046749115
NAA10,SURF4,-4.318156719207764
NAA10,DERL1,-1.7026384472846985
NAA10,RIF1,-3.8824514150619507
NAA10,NELFA,-4.802026748657227
NAA10,DPF2,-5.325847625732422
NAA10,THAP11,-5.053904056549072
NAA10,GGA2,-2.323207974433899
NAA10,TCF15,-4.615689992904663
NAA10,GFPT2,-5.100815773010254
NAA10,PDE4DIP,-2.90788733959198
NAA10,CHST15,-1.1871592998504639
NAA10,UBTF,-3.903710961341858
NAA10,CARHSP1,-2.1395114064216614
NAA10,FBXW8,-1.5987315773963928
NAA10,GNAI3,-5.198772192001343
NAA10,MRAS,-3.878841280937195
NAA10,KLF5,-3.8955750465393066
NAA10,GABBR1,-1.9489710927009583
NAA10,KLF4,-5.303370952606201
NAA10,SPARC,-3.175094485282898
NAA10,EHMT2,-2.2025139331817627
NAA10,COPB1,-0.7839895337820053
NAA10,IER2,-3.920920968055725
NAA10,GCNT2,-4.469248294830322
NAA10,PDIA6,-5.00284481048584
NAA10,KCTD10,-2.259444236755371
NAA10,CHD4,-5.700434923171997
NAA10,APPBP2,-1.773806869983673
NAA10,NRF1,-1.6728253364562988
NAA10,TMEM30A,-4.9601356983184814
NAA10,SNRPN,-3.328889489173889
NAA10,AKT1,-2.83740770816803
NAA10,DMAP1,-2.313425064086914
NAA10,FKBP9,-2.848370909690857
NAA10,FN1,-2.971973180770874
NAA10,COBL,-5.162423133850098
NAA10,PCOLCE,-4.528091669082642
NAA10,ZFHX3,-1.5162606835365295
NAA10,UBQLN2,-3.180485963821411
NAA10,GNS,-4.617384672164917
NAA10,TMEM214,-1.4415796399116516
NAA10,XBP1,1.076638400554657
NAA10,CBX8,-1.6363987922668457
NAA10,OGT,-5.53215765953064
NAA10,SELENON,-2.3784608840942383
NAA10,COTL1,-4.867356061935425
NAA10,SUPT5,-2.3029338121414185
NAA10,CMKLR1,-0.47557632625102997
NAA10,NAA10,-5.246375799179077
NAA10,SELENOM,-0.6232470870018005
NAA10,RAD23B,-3.041902542114258
NAA10,NMNAT2,-2.7894368171691895
NAA10,SH3GLB1,-2.0126231908798218
NAA10,HMGA1,-4.02307653427124
NAA10,PECAM1,-5.086928844451904
NAA10,EPOP,-3.285271406173706
NAA10,PCOLCE2,-2.830373525619507
NAA10,PDIA3,-2.8494033813476562
NAA10,MAGED1,-0.9882647395133972
NAA10,MFSD1,-4.725602149963379
NAA10,ELL2,-3.357688784599304
NAA10,TGOLN1,-0.2743306290358305
NAA10,AVG,-4.887322425842285
SELENOM,GATA4,-9.898507595062256
SELENOM,HDAC2,-13.524226665496826
SELENOM,HDAC3,-13.349376201629639
SELENOM,EIF2S2,-12.182015419006348
SELENOM,TXNDC5,-12.71998929977417
SELENOM,SEC24A,-12.132303714752197
SELENOM,TRP53,-12.468908309936523
SELENOM,ADGRA2,-12.160402297973633
SELENOM,RAF1,-12.633846759796143
SELENOM,TMEM9B,-12.08179521560669
SELENOM,RAD21,-12.786120414733887
SELENOM,TIMP3,-10.63674783706665
SELENOM,FAM114A1,-13.062522888183594
SELENOM,PDGFRA,-4.150032997131348
SELENOM,GLI1,-6.062402009963989
SELENOM,RFFL,-5.0494279861450195
SELENOM,TMEM59,-5.319147348403931
SELENOM,GDPD5,-4.6042256355285645
SELENOM,RBPMS2,-4.061302185058594
SELENOM,SERPINH1,-5.814887285232544
SELENOM,FGF10,-5.084580421447754
SELENOM,RAB2A,-7.5088887214660645
SELENOM,SEC11A,-6.157784700393677
SELENOM,OOEP,-8.100191116333008
SELENOM,GLIPR2,-4.377200365066528
SELENOM,CHD7,-6.3631227016448975
SELENOM,KAT5,-4.347083330154419
SELENOM,GHR,-5.717160940170288
SELENOM,NACC1,-5.8695290088653564
SELENOM,GOT1,-5.3934571743011475
SELENOM,PXDN,-4.69442081451416
SELENOM,RCC2,-5.83624267578125
SELENOM,APEX1,-4.5856592655181885
SELENOM,NFYA,-7.6949989795684814
SELENOM,MYDGF,-5.512028217315674
SELENOM,TDH,-6.524242401123047
SELENOM,JARID2,-4.9812774658203125
SELENOM,ZIC3,-6.197808265686035
SELENOM,SURF4,-6.178398847579956
SELENOM,DERL1,-7.687124490737915
SELENOM,RIF1,-6.989428520202637
SELENOM,NELFA,-6.377728223800659
SELENOM,DPF2,-5.630744218826294
SELENOM,THAP11,-7.488353967666626
SELENOM,GGA2,-6.119664192199707
SELENOM,TCF15,-7.847445011138916
SELENOM,GFPT2,-4.574109077453613
SELENOM,PDE4DIP,-5.236031770706177
SELENOM,CHST15,-6.132285118103027
SELENOM,UBTF,-5.068126440048218
SELENOM,CARHSP1,-5.732363700866699
SELENOM,FBXW8,-7.185733795166016
SELENOM,GNAI3,-3.844705104827881
SELENOM,MRAS,-5.1780195236206055
SELENOM,KLF5,-5.068262338638306
SELENOM,GABBR1,-5.089016914367676
SELENOM,KLF4,-3.8951867818832397
SELENOM,SPARC,-6.53713321685791
SELENOM,EHMT2,-8.251001358032227
SELENOM,COPB1,-8.717779636383057
SELENOM,IER2,-5.926766633987427
SELENOM,GCNT2,-6.789041042327881
SELENOM,PDIA6,-5.14914608001709
SELENOM,KCTD10,-6.51921534538269
SELENOM,CHD4,-5.322127342224121
SELENOM,APPBP2,-6.5349133014678955
SELENOM,NRF1,-5.171969175338745
SELENOM,TMEM30A,-7.029016971588135
SELENOM,SNRPN,-6.969123125076294
SELENOM,AKT1,-5.477790594100952
SELENOM,DMAP1,-4.804988622665405
SELENOM,FKBP9,-4.309377431869507
SELENOM,FN1,-6.260666370391846
SELENOM,COBL,-5.916910648345947
SELENOM,PCOLCE,-6.04742431640625
SELENOM,ZFHX3,-5.548534870147705
SELENOM,UBQLN2,-5.7902421951293945
SELENOM,GNS,-6.938277721405029
SELENOM,TMEM214,-8.720507144927979
SELENOM,XBP1,-4.184183835983276
SELENOM,CBX8,-3.9232699871063232
SELENOM,OGT,-5.072373390197754
SELENOM,SELENON,-6.745452642440796
SELENOM,COTL1,-5.964209794998169
SELENOM,SUPT5,-5.295403957366943
SELENOM,CMKLR1,-6.736565113067627
SELENOM,NAA10,-5.428515911102295
SELENOM,SELENOM,-7.217375040054321
SELENOM,RAD23B,-4.58882999420166
SELENOM,NMNAT2,-5.212911605834961
SELENOM,SH3GLB1,-6.484223127365112
SELENOM,HMGA1,-4.304736852645874
SELENOM,PECAM1,-8.679615020751953
SELENOM,EPOP,-6.635772705078125
SELENOM,PCOLCE2,-5.2397966384887695
SELENOM,PDIA3,-10.862325668334961
SELENOM,MAGED1,-7.514313697814941
SELENOM,MFSD1,-5.7061967849731445
SELENOM,ELL2,-6.180844783782959
SELENOM,TGOLN1,-4.4080915451049805
SELENOM,AVG,-6.447738170623779
RAD23B,GATA4,-1.9729737043380737
RAD23B,HDAC2,2.28780198097229
RAD23B,HDAC3,2.25857150554657
RAD23B,EIF2S2,4.2990171909332275
RAD23B,TXNDC5,0.803422749042511
RAD23B,SEC24A,2.5394431352615356
RAD23B,TRP53,1.9060806035995483
RAD23B,ADGRA2,0.09549595601856709
RAD23B,RAF1,7.819357395172119
RAD23B,TMEM9B,3.0145490169525146
RAD23B,RAD21,1.5821963548660278
RAD23B,TIMP3,6.185966491699219
RAD23B,FAM114A1,-3.7862000465393066
RAD23B,PDGFRA,-8.66066598892212
RAD23B,GLI1,-8.811695575714111
RAD23B,RFFL,-4.3559911251068115
RAD23B,TMEM59,-3.6564536094665527
RAD23B,GDPD5,-7.7938196659088135
RAD23B,RBPMS2,-4.799617767333984
RAD23B,SERPINH1,-7.920464277267456
RAD23B,FGF10,-3.29171085357666
RAD23B,RAB2A,-1.9828051924705505
RAD23B,SEC11A,-2.9384135007858276
RAD23B,OOEP,-3.034072995185852
RAD23B,GLIPR2,-6.273079872131348
RAD23B,CHD7,-0.9919028580188751
RAD23B,KAT5,-3.547003388404846
RAD23B,GHR,-5.663639783859253
RAD23B,NACC1,-5.175518989562988
RAD23B,GOT1,-5.804595232009888
RAD23B,PXDN,-3.8847193717956543
RAD23B,RCC2,-5.645652532577515
RAD23B,APEX1,-2.351877450942993
RAD23B,NFYA,-0.10529430210590363
RAD23B,MYDGF,-5.235353946685791
RAD23B,TDH,-4.663513422012329
RAD23B,JARID2,-5.41995644569397
RAD23B,ZIC3,-1.7677239179611206
RAD23B,SURF4,-5.268352270126343
RAD23B,DERL1,-6.0247228145599365
RAD23B,RIF1,-4.415392875671387
RAD23B,NELFA,-3.6383739709854126
RAD23B,DPF2,-0.3018284738063812
RAD23B,THAP11,-1.354046881198883
RAD23B,GGA2,-3.1962592601776123
RAD23B,TCF15,-2.3326081037521362
RAD23B,GFPT2,-6.35555362701416
RAD23B,PDE4DIP,-6.138203382492065
RAD23B,CHST15,-4.670358180999756
RAD23B,UBTF,-2.7826521396636963
RAD23B,CARHSP1,-2.471535325050354
RAD23B,FBXW8,-3.876793384552002
RAD23B,GNAI3,-4.53436017036438
RAD23B,MRAS,-5.709188461303711
RAD23B,KLF5,-1.1281803250312805
RAD23B,GABBR1,-4.76586651802063
RAD23B,KLF4,-2.6925201416015625
RAD23B,SPARC,-2.3822522163391113
RAD23B,EHMT2,-4.836483716964722
RAD23B,COPB1,-5.521291494369507
RAD23B,IER2,-2.047987937927246
RAD23B,GCNT2,-3.5392472743988037
RAD23B,PDIA6,-5.610854148864746
RAD23B,KCTD10,-3.6394563913345337
RAD23B,CHD4,-2.0863178968429565
RAD23B,APPBP2,-4.8094682693481445
RAD23B,NRF1,-2.2509127259254456
RAD23B,TMEM30A,-4.678768634796143
RAD23B,SNRPN,-3.2611523866653442
RAD23B,AKT1,-5.71155309677124
RAD23B,DMAP1,-0.6204719841480255
RAD23B,FKBP9,-4.666738748550415
RAD23B,FN1,-3.69988751411438
RAD23B,COBL,-7.479034423828125
RAD23B,PCOLCE,-4.6347880363464355
RAD23B,ZFHX3,-0.2117799073457718
RAD23B,UBQLN2,-1.0835972428321838
RAD23B,GNS,-0.44555531442165375
RAD23B,TMEM214,-4.046131253242493
RAD23B,XBP1,-3.102404475212097
RAD23B,CBX8,-5.122471332550049
RAD23B,OGT,-4.911316871643066
RAD23B,SELENON,-6.174513578414917
RAD23B,COTL1,-2.6527780294418335
RAD23B,SUPT5,-2.31111216545105
RAD23B,CMKLR1,-0.7262167185544968
RAD23B,NAA10,-3.459839940071106
RAD23B,SELENOM,-0.22194044664502144
RAD23B,RAD23B,-7.116362810134888
RAD23B,NMNAT2,-3.824611186981201
RAD23B,SH3GLB1,-0.45781829953193665
RAD23B,HMGA1,-4.541353940963745
RAD23B,PECAM1,-5.139351844787598
RAD23B,EPOP,-2.3115700483322144
RAD23B,PCOLCE2,-4.024719595909119
RAD23B,PDIA3,-5.511962652206421
RAD23B,MAGED1,-6.719376087188721
RAD23B,MFSD1,-2.0192501544952393
RAD23B,ELL2,-2.2605435848236084
RAD23B,TGOLN1,-4.195509910583496
RAD23B,AVG,-4.656091213226318
NMNAT2,GATA4,-9.833219528198242
NMNAT2,HDAC2,-7.498694658279419
NMNAT2,HDAC3,-7.101252317428589
NMNAT2,EIF2S2,-8.003421545028687
NMNAT2,TXNDC5,-10.5105881690979
NMNAT2,SEC24A,-7.458515644073486
NMNAT2,TRP53,-5.611495494842529
NMNAT2,ADGRA2,-7.849624872207642
NMNAT2,RAF1,-5.379968166351318
NMNAT2,TMEM9B,-8.416571617126465
NMNAT2,RAD21,-5.975948810577393
NMNAT2,TIMP3,-4.446676731109619
NMNAT2,FAM114A1,-5.272412538528442
NMNAT2,PDGFRA,-5.853075981140137
NMNAT2,GLI1,-4.100366115570068
NMNAT2,RFFL,-3.183600664138794
NMNAT2,TMEM59,-2.9805946350097656
NMNAT2,GDPD5,-7.242190837860107
NMNAT2,RBPMS2,-1.1061965227127075
NMNAT2,SERPINH1,-9.453865051269531
NMNAT2,FGF10,-4.845649480819702
NMNAT2,RAB2A,-4.653423309326172
NMNAT2,SEC11A,-4.296314239501953
NMNAT2,OOEP,-2.2603906393051147
NMNAT2,GLIPR2,-4.841147184371948
NMNAT2,CHD7,-3.988271117210388
NMNAT2,KAT5,-3.1812593936920166
NMNAT2,GHR,-1.1205875277519226
NMNAT2,NACC1,-2.8794617652893066
NMNAT2,GOT1,-4.58776068687439
NMNAT2,PXDN,-4.285482168197632
NMNAT2,RCC2,-3.3675339221954346
NMNAT2,APEX1,-3.603278160095215
NMNAT2,NFYA,-1.8875691890716553
NMNAT2,MYDGF,-6.314809083938599
NMNAT2,TDH,-1.2032711505889893
NMNAT2,JARID2,-3.6692556142807007
NMNAT2,ZIC3,-2.766169786453247
NMNAT2,SURF4,-6.6108238697052
NMNAT2,DERL1,-4.970216512680054
NMNAT2,RIF1,-2.2024413347244263
NMNAT2,NELFA,-5.881878137588501
NMNAT2,DPF2,-4.14377498626709
NMNAT2,THAP11,-6.653359889984131
NMNAT2,GGA2,-2.68144690990448
NMNAT2,TCF15,-1.791462481021881
NMNAT2,GFPT2,-1.6774005889892578
NMNAT2,PDE4DIP,-5.5075671672821045
NMNAT2,CHST15,-3.7602323293685913
NMNAT2,UBTF,-4.5597758293151855
NMNAT2,CARHSP1,-4.219584941864014
NMNAT2,FBXW8,-4.774359226226807
NMNAT2,GNAI3,-3.503647565841675
NMNAT2,MRAS,-0.5210404843091965
NMNAT2,KLF5,-5.825595378875732
NMNAT2,GABBR1,-1.6621395349502563
NMNAT2,KLF4,-3.250639319419861
NMNAT2,SPARC,-5.066445350646973
NMNAT2,EHMT2,-2.7307214736938477
NMNAT2,COPB1,-2.2345997095108032
NMNAT2,IER2,-1.0396012663841248
NMNAT2,GCNT2,-1.4139412641525269
NMNAT2,PDIA6,-4.003520727157593
NMNAT2,KCTD10,-2.9920005798339844
NMNAT2,CHD4,-3.8683762550354004
NMNAT2,APPBP2,-5.168818950653076
NMNAT2,NRF1,-3.4476113319396973
NMNAT2,TMEM30A,-4.460383892059326
NMNAT2,SNRPN,-3.317967414855957
NMNAT2,AKT1,-5.410862445831299
NMNAT2,DMAP1,-3.719752073287964
NMNAT2,FKBP9,-5.107285499572754
NMNAT2,FN1,-5.091452598571777
NMNAT2,COBL,-1.9376829266548157
NMNAT2,PCOLCE,-1.6275814771652222
NMNAT2,ZFHX3,-5.796031951904297
NMNAT2,UBQLN2,-4.7215893268585205
NMNAT2,GNS,-2.5299489498138428
NMNAT2,TMEM214,-4.414777755737305
NMNAT2,XBP1,-4.697243928909302
NMNAT2,CBX8,-1.7913832664489746
NMNAT2,OGT,-3.1159653663635254
NMNAT2,SELENON,-4.6222755908966064
NMNAT2,COTL1,-4.520233392715454
NMNAT2,SUPT5,-4.585996866226196
NMNAT2,CMKLR1,-3.2635384798049927
NMNAT2,NAA10,-3.824101448059082
NMNAT2,SELENOM,-4.957972049713135
NMNAT2,RAD23B,-5.1228110790252686
NMNAT2,NMNAT2,-6.455266952514648
NMNAT2,SH3GLB1,-3.937889814376831
NMNAT2,HMGA1,-1.9213292002677917
NMNAT2,PECAM1,-2.5815300941467285
NMNAT2,EPOP,-5.022647142410278
NMNAT2,PCOLCE2,-0.05252956226468086
NMNAT2,PDIA3,-5.005407810211182
NMNAT2,MAGED1,-5.97433614730835
NMNAT2,MFSD1,-4.121785640716553
NMNAT2,ELL2,-3.3921858072280884
NMNAT2,TGOLN1,-3.6522343158721924
NMNAT2,AVG,-11.779985427856445
SH3GLB1,GATA4,-8.950441837310791
SH3GLB1,HDAC2,-9.113343238830566
SH3GLB1,HDAC3,-9.098607540130615
SH3GLB1,EIF2S2,-8.603691101074219
SH3GLB1,TXNDC5,-9.54511022567749
SH3GLB1,SEC24A,-8.78216552734375
SH3GLB1,TRP53,-10.254845142364502
SH3GLB1,ADGRA2,-8.123643398284912
SH3GLB1,RAF1,-8.668406963348389
SH3GLB1,TMEM9B,-7.708283424377441
SH3GLB1,RAD21,-6.179563522338867
SH3GLB1,TIMP3,-4.939572334289551
SH3GLB1,FAM114A1,-6.883727550506592
SH3GLB1,PDGFRA,-4.1170830726623535
SH3GLB1,GLI1,-6.5337607860565186
SH3GLB1,RFFL,-4.9916863441467285
SH3GLB1,TMEM59,-5.049741744995117
SH3GLB1,GDPD5,-3.9586563110351562
SH3GLB1,RBPMS2,-7.937914848327637
SH3GLB1,SERPINH1,-2.9355974197387695
SH3GLB1,FGF10,-6.2096569538116455
SH3GLB1,RAB2A,-7.661541700363159
SH3GLB1,SEC11A,-6.495648384094238
SH3GLB1,OOEP,-5.709937572479248
SH3GLB1,GLIPR2,-4.653985023498535
SH3GLB1,CHD7,-3.5726031064987183
SH3GLB1,KAT5,-3.487687587738037
SH3GLB1,GHR,-3.6497581005096436
SH3GLB1,NACC1,-7.527964115142822
SH3GLB1,GOT1,-4.6161863803863525
SH3GLB1,PXDN,-5.436228036880493
SH3GLB1,RCC2,-4.552994728088379
SH3GLB1,APEX1,-4.29263973236084
SH3GLB1,NFYA,-7.87790322303772
SH3GLB1,MYDGF,-5.835867881774902
SH3GLB1,TDH,-6.729970932006836
SH3GLB1,JARID2,-4.916523218154907
SH3GLB1,ZIC3,-6.400479555130005
SH3GLB1,SURF4,-5.781525611877441
SH3GLB1,DERL1,-6.645474672317505
SH3GLB1,RIF1,-6.487537145614624
SH3GLB1,NELFA,-4.720189332962036
SH3GLB1,DPF2,-5.953773260116577
SH3GLB1,THAP11,-4.801794528961182
SH3GLB1,GGA2,-5.7517478466033936
SH3GLB1,TCF15,-5.9931581020355225
SH3GLB1,GFPT2,-7.247305870056152
